Rowid_,VALUE,COUNT,MH_EVT,MH_EVH,MH_EVC,CLASSNAME,EVT_GP,EVT_GP_N,CLASSNAMES,CLASSNAMES_1
,284,22,3934,101,122,Eastern Cool Temperate Developed Ruderal Grassland,16.000000000000000,Developed-Upland Herbaceous,Herb Height 0 to 0.5 meters,Herb Cover >= 20 and < 30%
,285,8,3930,109,104,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,286,175,3494,110,106,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 60 and < 70%
,287,125,3407,110,106,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 60 and < 70%
,288,9,3494,110,108,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 80 and < 90%
,289,18,3272,107,113,Eastern Boreal Floodplain Shrubland,676.000000000000000,Jack Pine Forest,Shrub Height > 3.0 meters,Shrub Cover >= 30 and < 40%
,290,478,3279,104,115,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 50 and < 60%
,291,10,3475,110,104,Laurentian-Acadian Floodplain Forest,666.000000000000000,Eastern Floodplain Forests,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,292,5,3932,109,102,Eastern Cool Temperate Developed Ruderal Mixed Forest,15.000000000000000,Developed-Upland Mixed Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,293,185,3243,109,102,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,294,4,3444,109,107,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 70 and < 80%
,295,111,3475,110,107,Laurentian-Acadian Floodplain Forest,666.000000000000000,Eastern Floodplain Forests,Forest Height 10 to 25 meters,Tree Cover >= 70 and < 80%
,296,373,3475,110,106,Laurentian-Acadian Floodplain Forest,666.000000000000000,Eastern Floodplain Forests,Forest Height 10 to 25 meters,Tree Cover >= 60 and < 70%
,297,7,3930,110,109,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,298,1094,3245,110,104,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,299,16,3271,102,124,Eastern Boreal Floodplain Herbaceous,676.000000000000000,Jack Pine Forest,Herb Height 0.5 to 1.0 meters,Herb Cover >= 40 and < 50%
,300,451,3244,110,104,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,301,2,3930,109,105,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 5 to 10 meters,Tree Cover >= 50 and < 60%
,302,5,3933,107,114,Eastern Cool Temperate Developed Ruderal Shrubland,17.000000000000000,Developed-Upland Shrubland,Shrub Height > 3.0 meters,Shrub Cover >= 40 and < 50%
,303,17,3281,104,112,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 20 and < 30%
,304,3,3930,109,107,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 5 to 10 meters,Tree Cover >= 70 and < 80%
,305,388,3344,110,103,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,306,4,3269,107,114,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height > 3.0 meters,Shrub Cover >= 40 and < 50%
,307,1,3366,111,108,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 80 and < 90%
,308,11,3444,109,103,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,309,11,3977,101,121,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0 to 0.5 meters,Herb Cover >= 10 and < 20%
,310,19,3930,109,103,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,311,10,3272,107,114,Eastern Boreal Floodplain Shrubland,676.000000000000000,Jack Pine Forest,Shrub Height > 3.0 meters,Shrub Cover >= 40 and < 50%
,312,50,3243,110,107,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 70 and < 80%
,313,13,3243,110,108,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 80 and < 90%
,314,128,3243,110,102,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,315,79,3407,110,107,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 70 and < 80%
,316,189,3245,109,102,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,317,254,3243,110,105,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,318,875,3244,110,105,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,319,7,3407,110,108,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 80 and < 90%
,320,14,3344,110,109,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,321,6,3279,105,113,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 0.5 to 1.0 meter,Shrub Cover >= 30 and < 40%
,322,34,3934,101,123,Eastern Cool Temperate Developed Ruderal Grassland,16.000000000000000,Developed-Upland Herbaceous,Herb Height 0 to 0.5 meters,Herb Cover >= 30 and < 40%
,323,238,3407,110,104,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,324,70,3244,109,103,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,325,464,3301,109,102,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,326,2208,3245,110,105,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,327,505,3365,109,103,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,328,5,3366,108,105,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,329,19,3191,101,123,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 30 and < 40%
,330,106,3477,109,105,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 5 to 10 meters,Tree Cover >= 50 and < 60%
,331,18,3238,110,103,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,332,107,3269,107,111,Laurentian Shrubland Barrens,676.000000000000000,Jack Pine Forest,Shrub Height > 3.0 meters,Shrub Cover >= 10 and < 20%
,333,3476,3477,110,102,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,334,5,3344,109,105,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 50 and < 60%
,335,469,3344,110,102,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,336,7,3932,108,101,Eastern Cool Temperate Developed Ruderal Mixed Forest,15.000000000000000,Developed-Upland Mixed Forest,Forest Height 0 to 5 meters,Tree Cover >= 10 and < 20%
,337,2474,3302,109,101,Laurentian-Acadian Northern Hardwoods Forest,682.000000000000000,Yellow Birch-Sugar Maple Forest,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,338,7,3932,110,101,Eastern Cool Temperate Developed Ruderal Mixed Forest,15.000000000000000,Developed-Upland Mixed Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,339,1,3301,109,109,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 5 to 10 meters,Tree Cover >= 90 and <= 100%
,340,3169,3298,24,24,Developed-High Intensity,24.000000000000000,Developed-High Intensity,Developed - High Intensity,Developed - High Intensity
,341,1,3494,108,106,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 0 to 5 meters,Tree Cover >= 60 and < 70%
,342,32,3494,110,102,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,343,8,3494,108,102,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 0 to 5 meters,Tree Cover >= 20 and < 30%
,344,25,3244,110,109,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,345,1515,3365,110,104,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,346,396,3477,109,101,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 5 to 10 meters,Tree Cover >= 10 and < 20%
,347,162,3494,110,104,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,348,18,3494,109,104,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,349,1,3494,109,105,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 50 and < 60%
,350,418,3240,109,103,Laurentian-Acadian Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,351,1,3494,110,109,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,352,287,3241,109,103,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,353,5,3279,106,111,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height 1.0 to 3.0 meters,Shrub Cover >= 10 and < 20%
,354,13,3191,101,121,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 10 and < 20%
,355,16,3191,102,122,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0.5 to 1.0 meters,Herb Cover >= 20 and < 30%
,356,423,3365,109,102,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,357,2,3933,107,112,Eastern Cool Temperate Developed Ruderal Shrubland,17.000000000000000,Developed-Upland Shrubland,Shrub Height > 3.0 meters,Shrub Cover >= 20 and < 30%
,358,1,3238,110,109,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,359,115,3241,111,107,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 70 and < 80%
,360,4,3494,109,107,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 70 and < 80%
,361,2,3494,109,106,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 5 to 10 meters,Tree Cover >= 60 and < 70%
,362,268,3239,110,105,Laurentian-Acadian Northern Pine-Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,363,198,3241,109,102,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,364,7,3242,109,103,Laurentian Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,365,60,3362,110,104,Laurentian-Acadian Northern Pine Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,366,2,3243,110,109,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,367,63,3238,110,105,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,368,1,3238,109,102,Laurentian-Acadian Northern Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,369,56,3244,109,102,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,370,2108,3534,110,105,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,371,22757,3534,110,106,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 60 and < 70%
,372,2,3977,101,122,Eastern Cool Temperate Pasture and Hayland,67.000000000000000,Agricultural-Pasture and Hayland,Herb Height 0 to 0.5 meters,Herb Cover >= 20 and < 30%
,373,37,3481,111,108,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 25 to 50 meters,Tree Cover >= 80 and < 90%
,374,120,3366,108,103,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,375,77,3477,109,102,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,376,2567,3191,101,125,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 50 and < 60%
,377,25,3302,110,101,Laurentian-Acadian Northern Hardwoods Forest,682.000000000000000,Yellow Birch-Sugar Maple Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,378,1765,3534,110,104,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 40 and < 50%
,379,141,3245,110,102,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,380,19,3279,107,112,Boreal Acidic Peatland Shrubland,683.000000000000000,Peatland Forests,Shrub Height > 3.0 meters,Shrub Cover >= 20 and < 30%
,381,48,3244,110,102,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,382,208,3534,110,108,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 80 and < 90%
,383,1,3481,109,109,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 5 to 10 meters,Tree Cover >= 90 and <= 100%
,384,2,3930,108,104,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,385,6,3301,108,105,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 0 to 5 meters,Tree Cover >= 50 and < 60%
,386,110,3366,109,103,Laurentian-Acadian Pine-Hemlock Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,387,154,3477,109,103,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,388,157,3481,110,103,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,389,10882,3344,108,103,Boreal Jack Pine-Black Spruce Forest,676.000000000000000,Jack Pine Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,390,165,3477,108,102,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 0 to 5 meters,Tree Cover >= 20 and < 30%
,391,3,3481,108,104,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Forest,694.000000000000000,Atlantic Swamp Forests,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,392,161,3365,110,109,Boreal White Spruce-Fir Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 10 to 25 meters,Tree Cover >= 90 and <= 100%
,393,22,3444,108,101,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 0 to 5 meters,Tree Cover >= 10 and < 20%
,394,1655,3534,110,103,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,395,1172,3534,110,107,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 70 and < 80%
,396,1,3444,108,104,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 0 to 5 meters,Tree Cover >= 40 and < 50%
,397,370,3534,110,102,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,398,451,3534,109,104,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,399,97,3534,109,103,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
,400,1181,3302,108,103,Laurentian-Acadian Northern Hardwoods Forest,682.000000000000000,Yellow Birch-Sugar Maple Forest,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,401,45,3477,110,101,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,402,58,3475,110,105,Laurentian-Acadian Floodplain Forest,666.000000000000000,Eastern Floodplain Forests,Forest Height 10 to 25 meters,Tree Cover >= 50 and < 60%
,403,13,3241,111,106,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,404,13,3244,111,107,Boreal Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 70 and < 80%
,405,50,3277,107,111,Laurentian-Acadian Floodplain Shrubland,666.000000000000000,Eastern Floodplain Forests,Shrub Height > 3.0 meters,Shrub Cover >= 10 and < 20%
,406,24,3444,110,103,Eastern Boreal Floodplain Woodland,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,407,1378,3534,109,102,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,408,3,3240,108,106,Laurentian-Acadian Hardwood Forest,685.000000000000000,Pine-Hemlock-Hardwood Forest,Forest Height 0 to 5 meters,Tree Cover >= 60 and < 70%
,409,83,3301,111,106,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 25 to 50 meters,Tree Cover >= 60 and < 70%
,410,2,3243,110,101,Laurentian Pine-Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,411,10,3239,110,102,Laurentian-Acadian Northern Pine-Oak Forest,665.000000000000000,Red Pine-White Pine Forest and Woodland,Forest Height 10 to 25 meters,Tree Cover >= 20 and < 30%
,412,2,3301,111,101,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 25 to 50 meters,Tree Cover >= 10 and < 20%
,413,98,3494,110,103,Laurentian-Acadian Forested Wetlands,675.000000000000000,Inland Marshes and Prairies,Forest Height 10 to 25 meters,Tree Cover >= 30 and < 40%
,414,7,3301,109,104,Boreal Aspen-Birch Forest,652.000000000000000,Aspen-Birch Forest,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,415,17,3534,108,102,Managed Tree Plantation-Northern and Central Hardwood and Conifer Plantation Group,731.000000000000000,Managed Tree Plantation,Forest Height 0 to 5 meters,Tree Cover >= 20 and < 30%
,416,70,3407,109,102,Laurentian Pine Barrens,676.000000000000000,Jack Pine Forest,Forest Height 5 to 10 meters,Tree Cover >= 20 and < 30%
,417,87,3477,108,103,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 0 to 5 meters,Tree Cover >= 30 and < 40%
,418,3,3242,110,101,Laurentian Oak Barrens,676.000000000000000,Jack Pine Forest,Forest Height 10 to 25 meters,Tree Cover >= 10 and < 20%
,419,14,3281,104,113,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,694.000000000000000,Atlantic Swamp Forests,Shrub Height 0 to 0.5 meters,Shrub Cover >= 30 and < 40%
,420,152,3477,109,104,Boreal Acidic Peatland Forest,683.000000000000000,Peatland Forests,Forest Height 5 to 10 meters,Tree Cover >= 40 and < 50%
,421,26,3934,102,126,Eastern Cool Temperate Developed Ruderal Grassland,16.000000000000000,Developed-Upland Herbaceous,Herb Height 0.5 to 1.0 meters,Herb Cover >= 60 and < 70%
,422,4,3245,111,107,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 25 to 50 meters,Tree Cover >= 70 and < 80%
,423,70,3191,101,126,Recently Logged-Herb and Grass Cover,710.000000000000000,Transitional Herbacous Vegetation,Herb Height 0 to 0.5 meters,Herb Cover >= 60 and < 70%
,424,15,3475,110,108,Laurentian-Acadian Floodplain Forest,666.000000000000000,Eastern Floodplain Forests,Forest Height 10 to 25 meters,Tree Cover >= 80 and < 90%
,425,7,3930,108,101,Eastern Cool Temperate Developed Ruderal Deciduous Forest,13.000000000000000,Developed-Upland Deciduous Forest,Forest Height 0 to 5 meters,Tree Cover >= 10 and < 20%
,426,236,3245,109,103,Boreal White Spruce-Fir-Hardwood Forest,693.000000000000000,Spruce-Fir-Hardwood Forest,Forest Height 5 to 10 meters,Tree Cover >= 30 and < 40%
